# shift_start=2026-07-19T22:00:00+00:00
# shift_end=2026-07-20T06:00:00+00:00
timestamp,plc_ip,plc_port,status,X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,Y0,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Y12,Y13,Y14,Y15,Y16,Y17,D100,D101,D102,D103,D104,D105,D300,D301,D302,D303,D310,D312,D313,D314,D315,D316,D317,D320,D321,D322,D323,D324,D325,D326,D327,D400,D401,D402,D403,D410,D411,D412,D413,D414,D415,D416,D417,D420,D421,D422,D423,D424,D425,D426,D427
2026-07-19T23:52:52.839277+00:00,192.168.1.10,5000,OK,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,131,ER,261,689,669,647,1000,432,0.0,2220,500,0.0,2214,120,600,3647,1,500,130,0.0,2220,120,600,3647,1,1000,260,0.0,2220,500,130,0.0,2220,120,600,3647,1,500,130,0.0,2220,120,600,3647,1
2026-07-19T23:53:28.781343+00:00,192.168.1.10,5000,OK,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,131,ER,261,693,669,639,1000,429,0.0,2220,500,0.0,2214,120,600,3647,1,500,130,0.0,2220,120,600,3647,1,1000,260,0.0,2220,500,130,0.0,2220,120,600,3647,1,500,130,0.0,2220,120,600,3647,1
2026-07-19T23:53:28.812879+00:00,192.168.1.10,5000,OK,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,131,ER,261,687,663,636,1000,422,0.0,2220,500,0.0,2214,120,600,3647,1,500,130,0.0,2220,120,600,3647,1,1000,260,0.0,2220,500,130,0.0,2220,120,600,3647,1,500,130,0.0,2220,120,600,3647,1
2026-07-19T23:53:28.843763+00:00,192.168.1.10,5000,OK,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,131,ER,261,690,667,633,1000,424,0.0,2220,500,0.0,2214,120,600,3647,1,500,130,0.0,2220,120,600,3647,1,1000,260,0.0,2220,500,130,0.0,2220,120,600,3647,1,500,130,0.0,2220,120,600,3647,1
2026-07-19T23:53:28.875623+00:00,192.168.1.10,5000,OK,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,131,ER,261,682,662,635,1000,420,0.0,2220,500,0.0,2214,120,600,3647,1,500,130,0.0,2220,120,600,3647,1,1000,261,0.0,2220,500,130,0.0,2220,120,600,3647,1,500,131,0.0,2214,120,600,3647,1
2026-07-19T23:53:28.906432+00:00,192.168.1.10,5000,OK,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,131,ER,261,678,653,637,1000,413,0.0,2220,500,0.0,2214,120,600,3647,1,500,130,0.0,2220,120,600,3647,1,1000,261,0.0,2220,500,130,0.0,2220,120,600,3647,1,500,131,0.0,2214,120,600,3647,1
2026-07-19T23:53:28.937717+00:00,192.168.1.10,5000,OK,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,1,0,1,131,ER,261,681,656,627,1000,406,0.0,2220,500,0.0,2214,120,600,3647,1,500,130,0.0,2220,120,600,3647,1,1000,261,0.0,2220,500,130,0.0,2220,120,600,3647,1,500,131,0.0,2214,120,600,3647,1
2026-07-19T23:53:28.970264+00:00,192.168.1.10,5000,OK,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,131,ER,261,677,648,628,1000,405,0.0,2220,500,0.0,2214,120,600,3647,1,500,130,0.0,2220,120,600,3647,1,1000,261,0.0,2220,500,130,0.0,2220,120,600,3647,1,500,131,0.0,2214,120,600,3647,1
2026-07-19T23:53:29.001400+00:00,192.168.1.10,5000,OK,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,131,ER,261,674,650,624,1000,407,0.0,2220,500,0.0,2214,120,600,3647,1,500,130,0.0,2220,120,600,3647,1,1000,262,0.0,2214,500,131,0.0,2214,120,600,3647,1,500,131,0.0,2214,120,600,3647,1
2026-07-19T23:53:29.032408+00:00,192.168.1.10,5000,OK,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,131,ER,261,670,648,621,1000,400,0.0,2220,500,0.0,2214,120,600,3647,1,500,130,0.0,2220,120,600,3647,1,1000,262,0.0,2214,500,131,0.0,2214,120,600,3647,1,500,131,0.0,2214,120,600,3647,1
