# shift_start=2026-07-21T14:00:00+00:00
# shift_end=2026-07-21T22:00:00+00:00
timestamp,plc_ip,plc_port,status,X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,Y0,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Y12,Y13,Y14,Y15,Y16,Y17,D100,D101,D102,D103,D104,D105,D300,D302,D303,D310,D312,D313,D314,D315,D316,D317,D320,D321,D322,D323,D324,D325,D326,D327,D400,D401,D402,D403,D410,D411,D412,D413,D414,D415,D416,D417,D420,D421,D422,D423,D424,D425,D426,D427
2026-07-21T21:49:15.828499+00:00,192.168.1.10,5000,OK,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,125,417,250,473,502,538,1000,0.0,2250,500,0.0,2250,120,600,3629,1,500,125,0.0,2250,120,600,3629,1,1000,250,0.0,2250,500,125,0.0,2250,120,600,3629,1,500,125,0.0,2250,120,600,3629,1
2026-07-21T21:50:06.363577+00:00,192.168.1.10,5000,OK,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,125,492,250,551,581,612,1000,0.0,2250,500,0.0,2250,120,600,3630,1,500,125,0.0,2250,120,600,3630,1,1000,250,0.0,2250,500,125,0.0,2250,120,600,3630,1,500,125,0.0,2250,120,600,3630,1
2026-07-21T21:50:06.876367+00:00,192.168.1.10,5000,OK,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,125,560,250,618,646,677,1000,0.0,2250,500,0.0,2250,120,600,3630,1,500,125,0.0,2250,120,600,3630,1,1000,250,0.0,2250,500,125,0.0,2250,120,600,3630,1,500,125,0.0,2250,120,600,3630,1
2026-07-21T21:50:07.401153+00:00,192.168.1.10,5000,OK,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,125,634,250,690,705,728,1000,0.0,2250,500,0.0,2250,120,600,3631,1,500,125,0.0,2250,120,600,3631,1,1000,250,0.0,2250,500,125,0.0,2250,120,600,3631,1,500,125,0.0,2250,120,600,3631,1
2026-07-21T21:50:07.883562+00:00,192.168.1.10,5000,OK,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,125,696,250,738,754,770,1000,0.0,2250,500,0.0,2250,120,600,3631,1,500,125,0.0,2250,120,600,3631,1,1000,250,0.0,2250,500,125,0.0,2250,120,600,3631,1,500,125,0.0,2250,120,600,3631,1
2026-07-21T21:50:08.396329+00:00,192.168.1.10,5000,OK,1,1,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,125,750,250,771,783,798,1000,0.0,2250,500,0.0,2250,120,600,3632,1,500,125,0.0,2250,120,600,3632,1,1000,250,0.0,2250,500,125,0.0,2250,120,600,3632,1,500,125,0.0,2250,120,600,3632,1
2026-07-21T21:50:08.907571+00:00,192.168.1.10,5000,OK,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,125,781,250,796,799,797,1000,0.0,2250,500,0.0,2250,120,600,3632,1,500,125,0.0,2250,120,600,3632,1,1000,250,0.0,2250,500,125,0.0,2250,120,600,3632,1,500,125,0.0,2250,120,600,3632,1
2026-07-21T21:50:09.422371+00:00,192.168.1.10,5000,OK,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,125,793,250,798,795,790,1000,0.0,2250,500,0.0,2250,120,600,3633,1,500,125,0.0,2250,120,600,3633,1,1000,251,0.0,2250,500,126,0.0,2244,120,600,3633,1,500,125,0.0,2250,120,600,3633,1
2026-07-21T21:50:09.936398+00:00,192.168.1.10,5000,OK,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,125,795,250,778,770,759,1000,0.0,2250,500,0.0,2250,120,600,3633,1,500,125,0.0,2250,120,600,3633,1,1000,251,0.0,2250,500,126,0.0,2244,120,600,3633,1,500,125,0.0,2250,120,600,3633,1
2026-07-21T21:50:10.446398+00:00,192.168.1.10,5000,OK,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,126,775,251,743,726,714,1000,0.0,2250,500,0.0,2244,120,600,3634,1,500,125,0.0,2250,120,600,3634,1,1000,252,0.0,2244,500,126,0.0,2244,120,600,3634,1,500,126,0.0,2244,120,600,3634,1
2026-07-21T21:50:10.958595+00:00,192.168.1.10,5000,OK,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,126,741,252,693,672,655,1000,0.0,2244,500,0.0,2244,120,600,3634,1,500,126,0.0,2244,120,600,3634,1,1000,252,0.0,2244,500,126,0.0,2244,120,600,3634,1,500,126,0.0,2244,120,600,3634,1
