# shift_start=2026-07-18T22:00:00+00:00
# shift_end=2026-07-19T06:00:00+00:00
timestamp,plc_ip,plc_port,status,X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,Y0,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Y12,Y13,Y14,Y15,Y16,Y17,D100,D101,D102,D103,D104,D105,D300,D301,D302,D303,D310,D311,D312,D313,D314,D315,D316,D317,D320,D321,D322,D323,D324,D325,D326,D327,D400,D401,D402,D403,D410,D411,D412,D413,D414,D415,D416,D417,D420,D421,D422,D423,D424,D425,D426,D427
2026-07-18T03:52:09.949069+00:00,192.168.1.10,5000,OK,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,231,RU,76199,1,196,197,1000,240,0.0,2280,500,120,0.0,2280,120,600,3601,1,500,120,0.0,2280,120,600,3601,1,1000,240,0.0,2280,500,120,0.0,2280,120,600,3601,1,500,120,0.0,2280,120,600,3601,1
2026-07-18T03:52:10.959850+00:00,192.168.1.10,5000,OK,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,198,ID,90329,1,228,237,1000,240,0.0,2280,500,120,0.0,2280,120,600,3602,1,500,120,0.0,2280,120,600,3602,1,1000,240,0.0,2280,500,120,0.0,2280,120,600,3602,1,500,120,0.0,2280,120,600,3602,1
2026-07-18T03:52:11.981922+00:00,192.168.1.10,5000,OK,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,242,ID,105235,1,311,343,1000,240,0.0,2280,500,120,0.0,2280,120,600,3603,1,500,120,0.0,2280,120,600,3603,1,1000,240,0.0,2280,500,120,0.0,2280,120,600,3603,1,500,120,0.0,2280,120,600,3603,1
2026-07-18T03:52:12.989817+00:00,192.168.1.10,5000,OK,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,341,PA,119715,1,453,480,1000,240,0.0,2280,500,120,0.0,2280,120,600,3604,1,500,120,0.0,2280,120,600,3604,1,1000,240,0.0,2280,500,120,0.0,2280,120,600,3604,1,500,120,0.0,2280,120,600,3604,1
2026-07-18T03:52:14.001816+00:00,192.168.1.10,5000,OK,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,477,PA,132389,2,602,627,1000,240,0.0,2280,500,120,0.0,2280,120,600,3605,1,500,120,0.0,2280,120,600,3605,1,1000,241,0.0,2280,500,121,0.0,2274,120,600,3605,1,500,120,0.0,2280,120,600,3605,1
2026-07-18T03:52:15.024859+00:00,192.168.1.10,5000,OK,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,625,WA,142186,2,722,736,1000,242,0.0,2274,500,121,0.0,2274,120,600,3606,1,500,121,0.0,2274,120,600,3606,1,1000,241,0.0,2280,500,121,0.0,2274,120,600,3606,1,500,120,0.0,2280,120,600,3606,1
2026-07-18T03:52:16.036529+00:00,192.168.1.10,5000,OK,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,737,WA,148286,2,793,794,1000,242,0.0,2274,500,121,0.0,2274,120,600,3607,1,500,121,0.0,2274,120,600,3607,1,1000,242,0.0,2274,500,121,0.0,2274,120,600,3607,1,500,121,0.0,2274,120,600,3607,1
2026-07-18T03:52:17.046492+00:00,192.168.1.10,5000,OK,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,801,ST,150009,2,790,779,1000,242,0.0,2274,500,121,0.0,2274,120,600,3608,1,500,121,0.0,2274,120,600,3608,1,1000,242,0.0,2274,500,121,0.0,2274,120,600,3608,1,500,121,0.0,2274,120,600,3608,1
2026-07-18T03:52:18.055746+00:00,192.168.1.10,5000,OK,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,784,ST,147259,2,711,697,1000,242,0.0,2274,500,121,0.0,2274,120,600,3609,1,500,121,0.0,2274,120,600,3609,1,1000,242,0.0,2274,500,121,0.0,2274,120,600,3609,1,500,121,0.0,2274,120,600,3609,1
2026-07-18T03:52:19.080037+00:00,192.168.1.10,5000,OK,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,693,ER,140326,2,586,563,1000,242,0.0,2274,500,121,0.0,2274,120,600,3610,1,500,121,0.0,2274,120,600,3610,1,1000,243,0.0,2274,500,122,0.0,2268,120,600,3610,1,500,121,0.0,2274,120,600,3610,1
2026-07-18T03:52:20.098765+00:00,192.168.1.10,5000,OK,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,566,ER,129724,1,445,408,1000,244,0.0,2268,500,122,0.0,2268,120,600,3611,1,500,122,0.0,2268,120,600,3611,1,1000,243,0.0,2274,500,122,0.0,2268,120,600,3611,1,500,121,0.0,2274,120,600,3611,1
