# shift_start=2026-07-21T14:00:00+00:00
# shift_end=2026-07-21T22:00:00+00:00
timestamp,plc_ip,plc_port,status,X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,Y0,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Y12,Y13,Y14,Y15,Y16,Y17,D100,D101,D102,D103,D104,D105,D300,D302,D303,D310,D312,D313,D314,D315,D316,D317,D320,D321,D322,D323,D324,D325,D326,D327,D400,D401,D402,D403,D410,D411,D412,D413,D414,D415,D416,D417,D420,D421,D422,D423,D424,D425,D426,D427
2026-07-21T20:05:15.221914+00:00,192.168.1.10,5000,OK,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,120,262,240,231,217,207,1000,0.0,2280,500,0.0,2280,120,600,3600,1,500,120,0.0,2280,120,600,3600,1,1000,240,0.0,2280,500,120,0.0,2280,120,600,3600,1,500,120,0.0,2280,120,600,3600,1
2026-07-21T20:05:15.742704+00:00,192.168.1.10,5000,OK,1,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,120,221,240,209,200,203,1000,0.0,2280,500,0.0,2280,120,600,3601,1,500,120,0.0,2280,120,600,3601,1,1000,240,0.0,2280,500,120,0.0,2280,120,600,3601,1,500,120,0.0,2280,120,600,3601,1
2026-07-21T20:05:16.254842+00:00,192.168.1.10,5000,OK,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,120,201,240,204,200,211,1000,0.0,2280,500,0.0,2280,120,600,3601,1,500,120,0.0,2280,120,600,3601,1,1000,240,0.0,2280,500,120,0.0,2280,120,600,3601,1,500,120,0.0,2280,120,600,3601,1
2026-07-21T20:05:16.770679+00:00,192.168.1.10,5000,OK,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,120,200,240,215,220,242,1000,0.0,2280,500,0.0,2280,120,600,3602,1,500,120,0.0,2280,120,600,3602,1,1000,240,0.0,2280,500,120,0.0,2280,120,600,3602,1,500,120,0.0,2280,120,600,3602,1
2026-07-21T20:05:17.280588+00:00,192.168.1.10,5000,OK,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,120,220,240,248,263,286,1000,0.0,2280,500,0.0,2280,120,600,3602,1,500,120,0.0,2280,120,600,3602,1,1000,240,0.0,2280,500,120,0.0,2280,120,600,3602,1,500,120,0.0,2280,120,600,3602,1
2026-07-21T20:05:17.771956+00:00,192.168.1.10,5000,OK,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,120,255,240,288,317,339,1000,0.0,2280,500,0.0,2280,120,600,3603,1,500,120,0.0,2280,120,600,3603,1,1000,240,0.0,2280,500,120,0.0,2280,120,600,3603,1,500,120,0.0,2280,120,600,3603,1
2026-07-21T20:05:18.251077+00:00,192.168.1.10,5000,OK,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,120,306,240,354,377,405,1000,0.0,2280,500,0.0,2280,120,600,3603,1,500,120,0.0,2280,120,600,3603,1,1000,240,0.0,2280,500,120,0.0,2280,120,600,3603,1,500,120,0.0,2280,120,600,3603,1
2026-07-21T20:05:18.779001+00:00,192.168.1.10,5000,OK,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,370,240,418,446,482,1000,0.0,2280,500,0.0,2280,120,600,3604,1,500,120,0.0,2280,120,600,3604,1,1000,240,0.0,2280,500,120,0.0,2280,120,600,3604,1,500,120,0.0,2280,120,600,3604,1
2026-07-21T20:05:19.286081+00:00,192.168.1.10,5000,OK,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,120,430,240,493,527,557,1000,0.0,2280,500,0.0,2280,120,600,3604,1,500,120,0.0,2280,120,600,3604,1,1000,240,0.0,2280,500,120,0.0,2280,120,600,3604,1,500,120,0.0,2280,120,600,3604,1
2026-07-21T20:05:19.806690+00:00,192.168.1.10,5000,OK,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,121,511,242,570,597,629,1000,0.0,2274,500,0.0,2274,120,600,3605,1,500,121,0.0,2274,120,600,3605,1,1000,240,0.0,2280,500,120,0.0,2280,120,600,3605,1,500,120,0.0,2280,120,600,3605,1
2026-07-21T20:05:20.319690+00:00,192.168.1.10,5000,OK,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,121,587,242,634,665,685,1000,0.0,2274,500,0.0,2274,120,600,3605,1,500,121,0.0,2274,120,600,3605,1,1000,240,0.0,2280,500,120,0.0,2280,120,600,3605,1,500,120,0.0,2280,120,600,3605,1
2026-07-21T20:05:20.834504+00:00,192.168.1.10,5000,OK,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,121,647,242,701,726,744,1000,0.0,2274,500,0.0,2274,120,600,3606,1,500,121,0.0,2274,120,600,3606,1,1000,241,0.0,2280,500,121,0.0,2274,120,600,3606,1,500,120,0.0,2280,120,600,3606,1
2026-07-21T20:05:21.343595+00:00,192.168.1.10,5000,OK,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,121,713,242,748,763,779,1000,0.0,2274,500,0.0,2274,120,600,3606,1,500,121,0.0,2274,120,600,3606,1,1000,241,0.0,2280,500,121,0.0,2274,120,600,3606,1,500,120,0.0,2280,120,600,3606,1
2026-07-21T20:05:21.849988+00:00,192.168.1.10,5000,OK,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,121,756,242,779,791,798,1000,0.0,2274,500,0.0,2274,120,600,3607,1,500,121,0.0,2274,120,600,3607,1,1000,242,0.0,2274,500,121,0.0,2274,120,600,3607,1,500,121,0.0,2274,120,600,3607,1
2026-07-21T20:05:22.343992+00:00,192.168.1.10,5000,OK,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,121,789,242,795,800,797,1000,0.0,2274,500,0.0,2274,120,600,3607,1,500,121,0.0,2274,120,600,3607,1,1000,242,0.0,2274,500,121,0.0,2274,120,600,3607,1,500,121,0.0,2274,120,600,3607,1
2026-07-21T20:05:22.866106+00:00,192.168.1.10,5000,OK,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,121,795,242,796,786,780,1000,0.0,2274,500,0.0,2274,120,600,3608,1,500,121,0.0,2274,120,600,3608,1,1000,242,0.0,2274,500,121,0.0,2274,120,600,3608,1,500,121,0.0,2274,120,600,3608,1
2026-07-21T20:05:23.385921+00:00,192.168.1.10,5000,OK,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,121,792,242,777,763,744,1000,0.0,2274,500,0.0,2274,120,600,3608,1,500,121,0.0,2274,120,600,3608,1,1000,242,0.0,2274,500,121,0.0,2274,120,600,3608,1,500,121,0.0,2274,120,600,3608,1
2026-07-21T20:05:23.882583+00:00,192.168.1.10,5000,OK,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,121,765,242,740,716,697,1000,0.0,2274,500,0.0,2274,120,600,3609,1,500,121,0.0,2274,120,600,3609,1,1000,242,0.0,2274,500,121,0.0,2274,120,600,3609,1,500,121,0.0,2274,120,600,3609,1
2026-07-21T20:05:24.406035+00:00,192.168.1.10,5000,OK,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,727,242,687,661,632,1000,0.0,2274,500,0.0,2274,120,600,3609,1,500,121,0.0,2274,120,600,3609,1,1000,242,0.0,2274,500,121,0.0,2274,120,600,3609,1,500,121,0.0,2274,120,600,3609,1
2026-07-21T20:05:24.917969+00:00,192.168.1.10,5000,OK,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,121,675,242,615,588,562,1000,0.0,2274,500,0.0,2274,120,600,3610,1,500,121,0.0,2274,120,600,3610,1,1000,242,0.0,2274,500,121,0.0,2274,120,600,3610,1,500,121,0.0,2274,120,600,3610,1
